,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region
253,Mormon Flat,148_G_MF1,148,G,MF1,,Hydro,,WECC_AZ,Arizona,4,Maricopa,13,4013,11.5,0,1926,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,148.0,33.5536,-111.4431,,,,,,,,,0.0,0.0,POINT (-111.4431 33.5536),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
254,Mormon Flat,148_G_MF2,148,G,MF2,,Pumped Storage,,WECC_AZ,Arizona,4,Maricopa,13,4013,57.3,0,1971,9999,,,N,Pumped Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Pumped Storage,148.0,33.5536,-111.4431,,,458.4,57.3,57.3,,0.81,0.0,0.0,0.0,POINT (-111.4431 33.5536),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
255,Roosevelt,149_G_ROOS,149,G,ROOS,,Hydro,,WECC_AZ,Arizona,4,Maricopa,13,4013,36.0,0,1973,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,149.0,33.671104,-111.161786,,,,,,,,,0.0,0.0,POINT (-111.161786 33.671104),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
256,Stewart Mountain,150_G_SM,150,G,SM,,Hydro,,WECC_AZ,Arizona,4,Maricopa,13,4013,13.0,0,1930,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,150.0,33.5661,-111.536,,,,,,,,,0.0,0.0,POINT (-111.536 33.5661),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
264,Glen Canyon Dam,153_G_1,153,G,1,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1964,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
265,Glen Canyon Dam,153_G_2,153,G,2,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1964,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
266,Glen Canyon Dam,153_G_3,153,G,3,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1964,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
267,Glen Canyon Dam,153_G_4,153,G,4,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1965,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
268,Glen Canyon Dam,153_G_5,153,G,5,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1965,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
269,Glen Canyon Dam,153_G_6,153,G,6,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1965,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
270,Glen Canyon Dam,153_G_7,153,G,7,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,157.0,0,1966,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
271,Glen Canyon Dam,153_G_8,153,G,8,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0,1966,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
282,Apache Station,160_B_1,160,B,1,92.0,O/G Steam,,WECC_AZ,Arizona,4,Cochise,3,4003,72.0,10696,1964,9999,wall,dry,N,Natural Gas,,,,LNB,,,,,,,,,0.00064,0.12134,0.12134,0.12134,0.12134,,,,,,,,,,,Yes,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
283,Apache Station,160_B_2,160,B,2,93.0,O/G Steam,,WECC_AZ,Arizona,4,Cochise,3,4003,175.0,10926,1979,9999,wall,dry,N,Natural Gas,,,,FR + LNB + OFA,,,,,,,,,0.00064,0.085,0.085,0.085,0.085,,,,,,,,,,,Yes,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
284,Apache Station,160_B_3,160,B,3,94.0,Coal Steam,,WECC_AZ,Arizona,4,Cochise,3,4003,175.0,10765,1979,9999,wall,dry,N,"Bituminous, Subbituminous",Wet Scrubber,1979.0,0.85,LNB + OFA,SNCR,,2017.0,ESPH,No,ACI,2016.0,,0.15,0.44279,0.30928,0.44279,0.30928,0.1,0.1,0.1,0.9,,,,,,,Yes,Bituminous,160.0,32.0603,-109.8931,,,,,,,,,1.848930343389776,205.7,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
285,Apache Station,160_G_GT1,160,G,GT1,,Combustion Turbine,,WECC_AZ,Arizona,4,Cochise,3,4003,10.0,13633,1963,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.05599,0.05599,0.05599,0.05599,,,,,,,,,,,,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
286,Apache Station,160_G_GT2,160,G,GT2,,Combustion Turbine,,WECC_AZ,Arizona,4,Cochise,3,4003,18.5,13827,1972,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,1.0,0.32,0.32,0.32,0.32,,,,,,,,,,,,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
287,Apache Station,160_G_GT3,160,G,GT3,,Combustion Turbine,,WECC_AZ,Arizona,4,Cochise,3,4003,60.0,12528,1975,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0777,0.0777,0.0777,0.0777,,,,,,,,,,,,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
288,Apache Station,160_G_GT4,160,G,GT4,88320.0,Combustion Turbine,,WECC_AZ,Arizona,4,Cochise,3,4003,38.0,13623,2002,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,SCR,2002.0,,,,,,,1.0,0.03302,0.03302,0.03302,0.03302,,,,,,,,,,,,Natural Gas,160.0,32.0603,-109.8931,,,,,,,,,2.381000415400321,117.0,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1623,Yuma Cogeneration Associates,54694_G_GEN1,54694,G,GEN1,91085.0,Combined Cycle,,WECC_AZ,Arizona,4,Yuma,27,4027,35.1,7526,1994,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.09553,0.09553,0.09553,0.09553,,,,,,,,,,,,Natural Gas,54694.0,32.728822,-114.654053,,,,,,,,,2.381000415400321,117.0,POINT (-114.654053 32.728822),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1624,Yuma Cogeneration Associates,54694_G_GEN2,54694,G,GEN2,,Combined Cycle,,WECC_AZ,Arizona,4,Yuma,27,4027,17.1,7526,1994,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.09553,0.09553,0.09553,0.09553,,,,,,,,,,,,Natural Gas,54694.0,32.728822,-114.654053,,,,,,,,,2.381000415400321,117.0,POINT (-114.654053 32.728822),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1676,Desert Basin,55129_G_CTG1,55129,G,CTG1,3964.0,Combined Cycle,,WECC_AZ,Arizona,4,Pinal,21,4021,162.0,7392,2001,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01135,0.01135,0.01135,0.01135,,,,,,,,,,,,Natural Gas,55129.0,32.9042,-111.7889,,,,,,,,,2.381000415400321,117.0,POINT (-111.7889 32.9042),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1677,Desert Basin,55129_G_CTG2,55129,G,CTG2,3965.0,Combined Cycle,,WECC_AZ,Arizona,4,Pinal,21,4021,162.0,7392,2001,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01135,0.01135,0.01135,0.01135,,,,,,,,,,,,Natural Gas,55129.0,32.9042,-111.7889,,,,,,,,,2.381000415400321,117.0,POINT (-111.7889 32.9042),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1678,Desert Basin,55129_G_STG,55129,G,STG,,Combined Cycle,,WECC_AZ,Arizona,4,Pinal,21,4021,253.0,7392,2001,9999,,,N,Natural Gas,,,,LNB,SCR,2001.0,,,,,,,,0.01135,0.01135,0.01135,0.01135,,,,,,,,,,,,Natural Gas,55129.0,32.9042,-111.7889,,,,,,,,,2.381000415400321,117.0,POINT (-111.7889 32.9042),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1699,Arlington Valley Energy Facility,55282_G_CTG1,55282,G,CTG1,4420.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,162.0,7430,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00754,0.00754,0.00754,0.00754,,,,,,,,,,,,Natural Gas,55282.0,33.3417,-112.8897,,,,,,,,,2.381000415400321,117.0,POINT (-112.8897 33.3417),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1700,Arlington Valley Energy Facility,55282_G_CTG2,55282,G,CTG2,4421.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,163.0,7430,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00754,0.00754,0.00754,0.00754,,,,,,,,,,,,Natural Gas,55282.0,33.3417,-112.8897,,,,,,,,,2.381000415400321,117.0,POINT (-112.8897 33.3417),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1701,Arlington Valley Energy Facility,55282_G_STG1,55282,G,STG1,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,255.0,7430,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,2002.0,,,,,,,,0.00754,0.00754,0.00754,0.00754,,,,,,,,,,,,Natural Gas,55282.0,33.3417,-112.8897,,,,,,,,,2.381000415400321,117.0,POINT (-112.8897 33.3417),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1708,Gila River Power Station,55306_G_CTG7,55306,G,CTG7,8520.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,146.0,7492,2003,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55306.0,32.975,-112.6944,,,,,,,,,2.381000415400321,117.0,POINT (-112.6944 32.975),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1709,Gila River Power Station,55306_G_CTG8,55306,G,CTG8,8522.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,146.0,7492,2003,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55306.0,32.975,-112.6944,,,,,,,,,2.381000415400321,117.0,POINT (-112.6944 32.975),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1710,Gila River Power Station,55306_G_ST12,55306,G,ST12,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,223.0,7492,2003,9999,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2003.0,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55306.0,32.975,-112.6944,,,,,,,,,2.381000415400321,117.0,POINT (-112.6944 32.975),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1730,Harquahala Generating Project,55372_G_CTG1,55372,G,CTG1,8536.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,239.9,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00785,0.00785,0.00785,0.00785,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1731,Harquahala Generating Project,55372_G_CTG2,55372,G,CTG2,8538.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,226.6,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.2587,0.00841,0.2587,0.00841,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1732,Harquahala Generating Project,55372_G_CTG3,55372,G,CTG3,8540.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,226.2,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.223,0.00946,0.223,0.00946,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1733,Harquahala Generating Project,55372_G_STG1,55372,G,STG1,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,119.8,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.00785,0.00785,0.00785,0.00785,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1734,Harquahala Generating Project,55372_G_STG2,55372,G,STG2,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,114.9,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.2587,0.00841,0.2587,0.00841,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1735,Harquahala Generating Project,55372_G_STG3,55372,G,STG3,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,115.5,7204,2004,9999,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.223,0.00946,0.223,0.00946,,,,,,,,,,,,Natural Gas,55372.0,33.47596,-113.113434,,,,,,,,,2.381000415400321,117.0,POINT (-113.113434 33.47596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1749,Red Hawk,55455_G_CT1A,55455,G,CT1A,4796.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,148.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01085,0.01085,0.01085,0.01085,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1750,Red Hawk,55455_G_CT1B,55455,G,CT1B,4797.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,148.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01085,0.01085,0.01085,0.01085,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1751,Red Hawk,55455_G_CT2A,55455,G,CT2A,4799.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,148.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1752,Red Hawk,55455_G_CT2B,55455,G,CT2B,4800.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,148.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1753,Red Hawk,55455_G_ST1,55455,G,ST1,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,171.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,2002.0,,,,,,,,0.01085,0.01085,0.01085,0.01085,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1754,Red Hawk,55455_G_ST2,55455,G,ST2,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,171.0,7467,2002,9999,,,N,Natural Gas,,,,DLNB,SCR,2002.0,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55455.0,33.334562,-112.840641,,,,,,,,,2.381000415400321,117.0,POINT (-112.840641 33.334562),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1758,Mesquite Generating Station Block 2,55481_G_GT3,55481,G,GT3,4861.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,153.0,7464,2003,9999,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.00821,0.00821,0.00821,0.00821,,,,,,,,,,,,Natural Gas,55481.0,33.345047,-112.864227,,,,,,,,,2.381000415400321,117.0,POINT (-112.864227 33.345047),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1759,Mesquite Generating Station Block 2,55481_G_GT4,55481,G,GT4,4862.0,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,153.0,7464,2003,9999,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.00821,0.00821,0.00821,0.00821,,,,,,,,,,,,Natural Gas,55481.0,33.345047,-112.864227,,,,,,,,,2.381000415400321,117.0,POINT (-112.864227 33.345047),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1760,Mesquite Generating Station Block 2,55481_G_ST2,55481,G,ST2,,Combined Cycle,,WECC_AZ,Arizona,4,Maricopa,13,4013,289.0,7464,2003,9999,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2003.0,,,,,,,,0.00821,0.00821,0.00821,0.00821,,,,,,,,,,,,Natural Gas,55481.0,33.345047,-112.864227,,,,,,,,,2.381000415400321,117.0,POINT (-112.864227 33.345047),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1779,Sundance,55522_G_CT1,55522,G,CT1,9951.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01237,0.01237,0.01237,0.01237,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1780,Sundance,55522_G_CT10,55522,G,CT10,9960.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01716,0.01716,0.01716,0.01716,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1781,Sundance,55522_G_CT2,55522,G,CT2,9952.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01538,0.01538,0.01538,0.01538,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1782,Sundance,55522_G_CT3,55522,G,CT3,9953.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01651,0.01651,0.01651,0.01651,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1783,Sundance,55522_G_CT4,55522,G,CT4,9954.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01706,0.01706,0.01706,0.01706,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1784,Sundance,55522_G_CT5,55522,G,CT5,9955.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01259,0.01259,0.01259,0.01259,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1785,Sundance,55522_G_CT6,55522,G,CT6,9956.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.03551,0.03551,0.03551,0.03551,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1786,Sundance,55522_G_CT7,55522,G,CT7,9957.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01605,0.01605,0.01605,0.01605,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1787,Sundance,55522_G_CT8,55522,G,CT8,9958.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01598,0.01598,0.01598,0.01598,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
1788,Sundance,55522_G_CT9,55522,G,CT9,9959.0,Combustion Turbine,,WECC_AZ,Arizona,4,Pinal,21,4021,41.0,10745,2002,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.8,0.01368,0.01368,0.01368,0.01368,,,,,,,,,,,,Natural Gas,55522.0,32.9285,-111.5899,,,,,,,,,2.381000415400321,117.0,POINT (-111.5899 32.9285),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
2022,Prescott Airport,56228_G_PV1,56228,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Yavapai,25,4025,2.1,0,2002,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,56228.0,34.6584,-112.4008,,,,,,,,,0.0,0.0,POINT (-112.4008 34.6584),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
2176,Novo BioPower Plant,56616_B_4PB,56616,B,4PB,,Biomass,,WECC_AZ,Arizona,4,Navajo,17,4017,22.2,15411,2008,9999,,,N,Biomass,,,,,SNCR,,2008.0,B + C,,,,,,0.23622,0.23622,0.23622,0.23622,,,,,,,,,,,,Biomass,56616.0,34.503158,-110.334953,,,,,,,,,0.0,91.9,POINT (-110.334953 34.503158),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
2205,Solana Generating Station,56812_B_1,56812,B,1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,295.0,9771,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,56812.0,32.922294,-112.95594,,,,,,,,,0.0,0.0,POINT (-112.95594 32.922294),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ
